order_id,product_id,customer_id,order_date,ship_date,sales,quantity,discount,profit
US-2020-127978,FUR-BO-10001972,JS-15595,2020-03-03,2020-03-08,302.45,5,0.5,-199.617
US-2020-105648,FUR-TA-10002958,EJ-14155,2020-03-03,2020-03-07,626.3520000000001,3,0.2,-23.48820000000009
US-2020-130421,OFF-AP-10002534,SC-20020,2020-03-03,2020-03-07,176.77199999999996,3,0.8,-459.6072
US-2020-155852,OFF-AR-10003560,AJ-10945,2020-03-03,2020-03-07,19.456000000000003,4,0.2,3.404799999999998
US-2020-127964,OFF-BI-10003429,AP-10720,2020-03-03,2020-03-08,25.32,5,0.2,9.1785
US-2020-127964,OFF-BI-10004593,AP-10720,2020-03-03,2020-03-08,125.76,3,0.2,40.872
US-2020-127978,OFF-LA-10000305,JS-15595,2020-03-03,2020-03-08,15.12,3,0.2,4.913999999999999
US-2020-127978,OFF-ST-10002486,JS-15595,2020-03-03,2020-03-08,44.672,8,0.2,-10.051200000000003
US-2020-127964,TEC-PH-10004700,AP-10720,2020-03-03,2020-03-08,9.99,1,0.0,4.5954
US-2020-117016,OFF-AR-10001374,SC-20095,2020-03-04,2020-03-09,15.552000000000003,3,0.2,2.332799999999999
US-2020-116239,OFF-ST-10001370,CL-12565,2020-03-04,2020-03-04,354.90000000000003,5,0.0,17.744999999999962
US-2020-169061,OFF-AR-10000588,AB-10150,2020-03-05,2020-03-08,59.52,3,0.0,15.4752
US-2020-169061,OFF-BI-10001617,AB-10150,2020-03-05,2020-03-08,49.632000000000005,6,0.2,16.750799999999998
US-2020-169061,OFF-PA-10001878,AB-10150,2020-03-05,2020-03-08,97.82,2,0.0,45.97539999999999
US-2020-169061,OFF-SU-10000381,AB-10150,2020-03-05,2020-03-08,18.62,2,0.0,5.399799999999999
US-2020-169061,TEC-AC-10002001,AB-10150,2020-03-05,2020-03-08,479.97,3,0.0,177.58890000000002
US-2020-104563,FUR-CH-10002780,CM-12715,2020-03-07,2020-03-12,436.70400000000006,6,0.2,21.835199999999983
US-2020-156587,FUR-CH-10004477,AB-10015,2020-03-07,2020-03-08,48.712,1,0.2,5.480099999999997
US-2020-104563,FUR-CH-10004495,CM-12715,2020-03-07,2020-03-12,481.568,2,0.2,54.17639999999993
US-2020-104563,OFF-AR-10000390,CM-12715,2020-03-07,2020-03-12,20.65,5,0.0,9.499
US-2020-156587,OFF-AR-10001427,AB-10015,2020-03-07,2020-03-08,17.94,3,0.0,4.6644000000000005
US-2020-131982,OFF-BI-10004224,NP-18685,2020-03-07,2020-03-11,107.648,2,0.2,33.639999999999986
US-2020-104563,OFF-ST-10000934,CM-12715,2020-03-07,2020-03-12,204.9,5,0.0,0.0
US-2020-156587,OFF-ST-10002344,AB-10015,2020-03-07,2020-03-08,242.94,3,0.0,4.858800000000016
US-2020-140116,OFF-AR-10001044,KT-16480,2020-03-10,2020-03-17,83.168,4,0.2,9.356399999999994
US-2020-100279,OFF-PA-10002259,SW-20275,2020-03-10,2020-03-14,22.38,2,0.0,10.7424
US-2020-140116,OFF-ST-10000078,KT-16480,2020-03-10,2020-03-17,636.4080000000001,3,0.2,-15.910200000000088
US-2020-166884,FUR-FU-10003981,CK-12205,2020-03-11,2020-03-16,8.32,5,0.2,2.2880000000000003
US-2020-114790,OFF-AP-10002578,FM-14215,2020-03-11,2020-03-13,146.76,3,0.0,38.1576
US-2020-103338,OFF-AR-10001770,RB-19435,2020-03-11,2020-03-15,7.98,3,0.0,2.0748
US-2020-166884,OFF-FA-10001561,CK-12205,2020-03-11,2020-03-16,10.464000000000002,6,0.2,1.7003999999999992
US-2020-114790,OFF-PA-10000213,FM-14215,2020-03-11,2020-03-13,14.94,3,0.0,7.021800000000001
US-2020-158337,OFF-PA-10002137,KA-16525,2020-03-11,2020-03-14,108.92,14,0.0,49.014
US-2020-114790,TEC-AC-10000710,FM-14215,2020-03-11,2020-03-13,32.96,2,0.0,14.172800000000002
US-2020-114790,TEC-PH-10000984,FM-14215,2020-03-11,2020-03-13,587.97,3,0.0,164.63160000000005
CA-2020-139675,FUR-CH-10004063,NF-18595,2020-03-13,2020-03-18,915.14,4,0.2,102.95
CA-2020-139675,FUR-FU-10001979,NF-18595,2020-03-13,2020-03-18,327.76,8,0.0,91.77
US-2020-125521,FUR-CH-10003379,CK-12325,2020-03-14,2020-03-19,1139.92,4,0.0,284.98
US-2020-157623,OFF-AR-10003723,DK-13225,2020-03-14,2020-03-18,3.38,1,0.0,1.2506
US-2020-114510,OFF-BI-10001617,JF-15295,2020-03-14,2020-03-19,33.088,4,0.2,11.1672
US-2020-114510,OFF-BI-10003007,JF-15295,2020-03-14,2020-03-19,62.048,2,0.2,20.1656
US-2020-100293,OFF-PA-10000176,NF-18475,2020-03-14,2020-03-18,91.056,6,0.2,31.869599999999995
US-2020-157623,OFF-PA-10001204,DK-13225,2020-03-14,2020-03-18,10.56,2,0.0,4.752
US-2020-152618,OFF-PA-10001215,RB-19465,2020-03-14,2020-03-17,8.448,2,0.2,2.64
US-2020-114510,OFF-ST-10000736,JF-15295,2020-03-14,2020-03-19,80.98,1,0.0,3.2391999999999967
US-2020-114510,OFF-ST-10003221,JF-15295,2020-03-14,2020-03-19,21.36,2,0.0,5.767200000000001
US-2020-114510,TEC-AC-10004877,JF-15295,2020-03-14,2020-03-19,82.80000000000001,12,0.0,6.623999999999995
US-2020-152618,TEC-MA-10003626,RB-19465,2020-03-14,2020-03-17,574.91,2,0.3,156.04699999999997
US-2020-149958,FUR-FU-10001756,AS-10240,2020-03-15,2020-03-19,45.696,3,0.2,5.140799999999992
US-2020-149958,OFF-BI-10000773,AS-10240,2020-03-15,2020-03-19,7.218,3,0.7,-5.533800000000001
US-2020-149958,OFF-BI-10001543,AS-10240,2020-03-15,2020-03-19,43.18800000000001,4,0.7,-31.6712
US-2020-149958,OFF-PA-10002120,AS-10240,2020-03-15,2020-03-19,131.904,3,0.2,47.8152
US-2020-149958,OFF-ST-10001490,AS-10240,2020-03-15,2020-03-19,142.776,1,0.2,17.84699999999998
US-2020-157609,TEC-PH-10002415,KN-16705,2020-03-16,2020-03-21,471.92,2,0.2,29.49500000000002
US-2020-148838,FUR-TA-10001950,CP-12340,2020-03-17,2020-03-21,1071.576,4,0.4,-553.6476
US-2020-148838,FUR-TA-10003473,CP-12340,2020-03-17,2020-03-21,1579.746,7,0.4,-447.5946999999999
US-2020-148838,FUR-TA-10004175,CP-12340,2020-03-17,2020-03-21,613.908,3,0.4,-122.78160000000004
US-2020-118339,OFF-AP-10001154,BN-11515,2020-03-17,2020-03-24,93.78,2,0.0,36.574200000000005
US-2020-164763,OFF-AP-10003971,MH-17440,2020-03-17,2020-03-21,32.67,3,0.0,8.494200000000001
US-2020-158442,OFF-AR-10003732,AZ-10750,2020-03-17,2020-03-17,4.448,2,0.2,0.3335999999999999
US-2020-118339,OFF-AR-10003829,BN-11515,2020-03-17,2020-03-24,19.68,6,0.0,5.707199999999998
US-2020-118339,OFF-BI-10000136,BN-11515,2020-03-17,2020-03-24,35.88,6,0.0,17.2224
US-2020-164763,OFF-BI-10000309,MH-17440,2020-03-17,2020-03-21,30.44,2,0.0,14.9156
US-2020-164763,OFF-BI-10000605,MH-17440,2020-03-17,2020-03-21,11.43,3,0.0,5.3721
US-2020-118339,OFF-BI-10001758,BN-11515,2020-03-17,2020-03-24,53.4,10,0.0,25.098
US-2020-118339,OFF-PA-10000466,BN-11515,2020-03-17,2020-03-24,47.18,7,0.0,23.59
US-2020-148838,OFF-PA-10000919,CP-12340,2020-03-17,2020-03-21,155.04,4,0.0,75.9696
US-2020-158442,OFF-PA-10002195,AZ-10750,2020-03-17,2020-03-17,5.184000000000001,1,0.2,1.8792
US-2020-158442,OFF-PA-10002365,AZ-10750,2020-03-17,2020-03-17,15.552000000000003,3,0.2,5.4432
US-2020-148838,OFF-PA-10002960,CP-12340,2020-03-17,2020-03-21,34.86,7,0.0,16.3842
US-2020-164763,OFF-PA-10003063,MH-17440,2020-03-17,2020-03-21,16.0,4,0.0,7.68
US-2020-164763,OFF-PA-10003349,MH-17440,2020-03-17,2020-03-21,12.96,2,0.0,6.3504000000000005
US-2020-127859,OFF-PA-10003641,QJ-19255,2020-03-17,2020-03-20,126.624,6,0.2,41.15279999999999
US-2020-111871,FUR-BO-10004218,EK-13795,2020-03-18,2020-03-21,1198.33,10,0.15,70.49000000000001
US-2020-145317,FUR-FU-10001986,SM-20320,2020-03-18,2020-03-23,122.352,3,0.2,15.29399999999999
US-2020-145317,FUR-FU-10004270,SM-20320,2020-03-18,2020-03-23,30.768,2,0.2,8.076600000000003
US-2020-131275,FUR-FU-10004597,SC-20050,2020-03-18,2020-03-24,111.0,2,0.0,14.430000000000009
US-2020-145317,OFF-AR-10003183,SM-20320,2020-03-18,2020-03-23,8.016,3,0.2,1.0019999999999991
US-2020-145317,OFF-FA-10003112,SM-20320,2020-03-18,2020-03-23,18.936,3,0.2,5.917499999999999
US-2020-145317,OFF-PA-10001804,SM-20320,2020-03-18,2020-03-23,21.376,4,0.2,7.481599999999999
US-2020-131275,OFF-ST-10000078,SC-20050,2020-03-18,2020-03-24,1856.19,7,0.0,334.11419999999987
US-2020-131275,TEC-MA-10001148,SC-20050,2020-03-18,2020-03-24,1279.968,4,0.2,415.9896
US-2020-145317,TEC-MA-10002412,SM-20320,2020-03-18,2020-03-23,22638.48,6,0.5,-1811.078400000002
US-2020-145317,TEC-MA-10003626,SM-20320,2020-03-18,2020-03-23,821.3,4,0.5,-16.426000000000045
US-2020-103989,FUR-FU-10002508,MC-17605,2020-03-19,2020-03-21,20.016,3,0.2,5.504400000000001
US-2020-103989,FUR-FU-10003981,MC-17605,2020-03-19,2020-03-21,4.992000000000001,3,0.2,1.3728000000000002
US-2020-103989,OFF-BI-10001196,MC-17605,2020-03-19,2020-03-21,33.57,5,0.7,-25.737
US-2020-103989,OFF-LA-10000443,MC-17605,2020-03-19,2020-03-21,11.808,4,0.2,3.9852
US-2020-103989,OFF-ST-10000918,MC-17605,2020-03-19,2020-03-21,26.160000000000004,3,0.2,1.961999999999998
US-2020-103989,TEC-AC-10002647,MC-17605,2020-03-19,2020-03-21,170.24,2,0.2,53.19999999999999
US-2020-103989,TEC-PH-10004667,MC-17605,2020-03-19,2020-03-21,323.97600000000006,3,0.2,28.34789999999998
US-2020-155544,FUR-CH-10000422,GM-14440,2020-03-21,2020-03-25,218.376,3,0.2,-10.918799999999983
US-2020-155544,FUR-FU-10001473,GM-14440,2020-03-21,2020-03-25,32.952000000000005,3,0.2,6.590399999999999
US-2020-163223,OFF-AR-10001573,KH-16690,2020-03-21,2020-03-25,9.32,4,0.0,2.702799999999999
US-2020-140004,OFF-AR-10004027,CB-12025,2020-03-21,2020-03-25,6.048,3,0.2,1.5876000000000006
US-2020-140004,OFF-AR-10004685,CB-12025,2020-03-21,2020-03-25,7.408,2,0.2,1.2037999999999995
US-2020-163223,OFF-BI-10001597,KH-16690,2020-03-21,2020-03-25,122.94,3,0.0,59.01119999999999
US-2020-163223,OFF-LA-10004409,KH-16690,2020-03-21,2020-03-25,14.4,5,0.0,6.623999999999999
US-2020-155544,OFF-LA-10004544,GM-14440,2020-03-21,2020-03-25,59.20000000000001,5,0.2,22.2
US-2020-163223,OFF-PA-10000675,KH-16690,2020-03-21,2020-03-25,122.97,3,0.0,60.255300000000005
US-2020-107405,OFF-ST-10002301,TS-21205,2020-03-21,2020-03-25,16.272000000000002,1,0.2,-3.864600000000002
